"VARIABLE TYPE","VARIABLE ABBREV","VARIABLE LABEL","VARIABLE NAME","VARIABLE DATA TYPE","VARIABLE ONTOLOGY ID","PROPERTY","PROPERTY ONTOLOGY ID","METHOD","FORMULA","METHOD ONTOLOGY ID","UNIT","SCALE ONTOLOGY ID","SCALE VALUE LIST","B4R VARIABLE ID","B4R RECORD COUNT"
"metadata","THRESHING_METHOD_DISC_MULTIPLE","THRESHING METHOD","threshing method multiple","json","","Threshing method","","Multiple recording for THRESHING_METHOD_DISC","","","","","Manual: Manual threshing; Stationary thresher: Stationary thresher; Plot combine: Plot combine","1274","303"
"metadata","THRESHING_DATE_CONT_MULTIPLE","THRESHING DATE","threshing date multiple","json","","Threshing date","","Multiple recording for THRESHING_DATE_CONT","","","","","","1273","303"
"metadata","FERT1_METH_DISC","FERT1 METH","Fertilizer method 1st application","character varying","","FERTILIZER_METHOD","","Specify how the 1st fertilizer application was done (basal or topdress).","","","","","basal: basal; topdress: topdress","545","296"
"metadata","FERT2_METH_DISC","FERT2 METH","Fertilizer method 2nd application","character varying","","FERTILIZER_METHOD","","Specify how the fertilizer was applied in the 2nd application (basal or topdressed)","","","","","","547","294"
"metadata","FERT1_TYPE_DISC","FERT1 TYPE","FERTILIZER TYPE - 1ST APPLICATION","character varying","","Fertilizer type","","For 1st application - Specify the type of fertilizer used.","","","","","NITROGEN: NITROGEN; PHOSPHORUS: PHOSPHORUS; POTASSIUM: POTASSIUM; NPK: NITROGEN, PHOSPHORUS, POTASSIUM; NPKS: NITROGEN, PHOSPHORUS, POTASSIUM, SULFUR; PK: PHOSPHORUS, POTASSIUM; NPKZn: NITROGEN, PHOSPHORUS, POTASSIUM, ZINC; PKZn: PHOSPHORUS, POTASSIUM, ZINC","30","293"
"metadata","FERT2_TYPE_DISC","FERT2 TYPE","FERTILIZER TYPE - 2ND APPLICATION","character varying","","Fertilizer type","","For 2nd application - Specify the type of fertilizer used.","","","","","NITROGEN: NITROGEN; PHOSPHORUS: PHOSPHORUS; POTASSIUM: POTASSIUM","277","293"
"metadata","SOURCE_STUDY","SOURCE STUDY","SOURCE_STUDY","character varying","","study name","","Study name or origin of where the seeds came from","","","","","","594","290"
"metadata","PLOT_AREA_HA_CONT","PLOT AREA HA","plot area size in ha","float","","Plot size harvested","CO_715:0000153","plot size in hectar","","","ha","","","383","280"
"metadata","SEED_PREPARATION_SENT_PERSON","SEED_PREPARATION_SENT_PERSON","seed preparation sent person","character varying","","seed preparation sent person","","","","","","","","527","274"
"metadata","FERT2_DATE_CONT","FERT2 DATE","FERTILIZER DATE - 2ND APPLICATION","date","","Fertilizer application date","CO_715:0000011","Record the 2nd fertilizer application date.","","","","","","279","269"
"metadata","FERT1_BRAND","FERT1 BRAND","Fertilizer brand 1st application","character varying","","FERTILIZER_BRAND","","Fertilizer brand used for first application","","","","","","544","268"
"metadata","FERT1_DATE_CONT","FERT1 DATE","FERTILIZER DATE - 1ST APPLICATION","date","","Fertilizer application date","CO_715:0000011","Specify the fertilizer application date for first application using the format YYYY-MM-DD","","","","","","32","267"
"metadata","FERT1_RATIO","FERT1 RATIO","FERTILIZER RATIO - 1ST Application","character varying","","Fertilizer ratio","","Record the ratio of 1st fertilizer application","","","","","","543","254"
"metadata","FERT2_BRAND","FERT2 BRAND","Fertilizer brand 2nd application","character varying","","FERTILIZER_BRAND","","Fertilizer brand used for second application","","","","","","546","252"
"metadata","FERT3_TYPE_DISC","FERT3 TYPE","FERTILIZER TYPE - 3RD APPLICATION","character varying","","Fertilizer type","","For 3rd application - Specify the type of fertilizer used.","","","","","NITROGEN: NITROGEN; PHOSPHORUS: PHOSPHORUS; POTASSIUM: POTASSIUM","280","250"
"metadata","FERT3_METH_DISC","FERT3 METH","Fertilizer method 3rd application","character varying","","FERTILIZER_METHOD","","Specify how the fertilizer was applied in the 3rd application (basal or topdress)","","","","","","549","249"
"metadata","BLK","BLK","BLOCKS_PER_TRIAL","integer","","BLOCKS_PER_TRIAL","CO_715:0000144","Total numbers of blocks used for study or trial or experiment","","","","","","555","241"
"metadata","FERT3_DATE_CONT","FERT3 DATE","FERTILIZER DATE - 3RD APPLICATION","date","","Fertilizer application date","CO_715:0000011","Record  the 3rd fertilizer application date.","","","","","","282","224"
"metadata","STATUS_MULTIPLE","STATUS","status multiple","json","","status multiple","","","","","","","New: New; Accepted: Accepted; In Progress: In Progress; Done: Done","1891","224"
"metadata","REQUESTOR_MULTIPLE","REQUESTOR","requestor multiple","json","","Requestor multiple","","","","","","","","1892","224"
"metadata","FERT3_BRAND","FERT3 BRAND","Fertilizer brand 3rd application","character varying","","FERTILIZER_BRAND","","Fertilizer brand used for 3rd application","","","","","","548","222"
"metadata","TEMPERATURE_C_CONT_MULTIPLE","TEMPERATURE C","temperature in degrees celsius multiple","json","","Temperature","","Multiple recording for TEMPERATURE_C_CONT","","","°C","","","1264","218"
"metadata","RETRANS_VOL_MULTIPLE","RETRANS VOL","re-transplanting volume multiple","json","","re-transplanting volume","","Multiple recording of RETRANS_VOL","","","","","","1252","208"
"metadata","RETRANS_DATE_MULTIPLE","RETRANS DATE","re-transplanting date multiple","json","","transplanting date","CO_715:0000013","Multiple recording of RETRANS_DATE","","","","","","1253","208"
"metadata","HVDATE_CONT_MULTIPLE","HVDATE","harvest date multiple","json","","harvest date","CO_715:0000008","Multiple recording of harvest date","","","","","","1276","196"
"metadata","HV_METH_DISC_MULTIPLE","HARV METH","harvest method multiple","json","","harvest method","","Multiple recording of harvest method","","","","","plant-specific: Plant specific harvest method; Bulk: Bulk harvest method; Single Plant Selection and Bulk: Single Plant Selection and Bulk  harvest method; Single Plant Selection: Single Plant Selection; Bulk fixedline: Bulk harvest; Panicle Selection: Harvested specific panicle from a plant with in a specific  plot. ","1277","190"
"metadata","INSCTPEST_BRAND1","Insecticide/Pesticide Brand 1","Insecticide or pesticide brand name for 1st application","character varying","","pesticide","","Specify insecticide or pesticide brand name for 1st application","","","","","","563","188"
"metadata","BSD_END_DATE_MULTIPLE","BSD_END_DATE","BSD end date","json","","actual bsd end date","","","","","","","","1332","180"
"metadata","BSD_START_DATE_MULTIPLE","BSD START DATE","BSD start date","json","","actual bsd start date","","","","","","","","1331","180"
"metadata","TASK_REMARKS","REMARKS","task remarks","text","","remarks","CO_715:0000018","Specify remarks as additional details","","","","","","708","179"
"metadata","INSCTPEST_DATE_CONT1","Insecticide/Pesticide applied date 1","Insecticide or pesticide date for 1st application","date","","Pesticide/Insecticide application date","","Specify insecticide Or Pesticide Applied Date For 1st Application","","","","","","564","155"
"metadata","CROSS_PARENT_STUDIES","CROSS PARENT STUDIES","cross parent studies","json","","cross parent studies","","","","","","","","1937","147"
"metadata","CROSS_PARENT_LIST","CROSS PARENT LIST","cross parent list","json","","cross parent list","","","","","","","","1938","145"
"metadata","CROSS_SELECTED_CROSS_LIST","CROSS SELECTED CROSS LIST","cross selected cross list","json","","cross selected cross list","","","","","","","","1942","143"
"metadata","PLANNED_DATE_MULTIPLE","Planned Date","Planned Date","json","","PLANNED DATE","","specify the planned date of a specific task or activity","","","","","","1337","142"
"metadata","INSCTPEST_BRAND2","Insecticide/Pesticide Brand 2","Insecticide or pesticide brand name for 2nd application","character varying","","pesticide","","Specify insecticide or pesticide brand name for 2nd application","","","","","","601","140"
"metadata","FERT2_AMT_CONT","FERT2 AMT","FERTILIZER AMOUNT - 2ND APPLICATION","float","","fertilizer used amout","","Field - For 2nd application: record the amount of fertilizer used.","","","kg/ha","","","278","130"
"metadata","RECEPTION_DATE_MULTIPLE","RECEPTION DATE","date of reception multiple","json","","Date of receipt","","Multiple recording for RECEPTION_DATE","","","","","","1261","128"
"metadata","INSCTPEST_DATE_CONT2","Insecticide/Pesticide applied date 2","Insecticide or pesticide applied date for 2nd application","date","","Pesticide/Insecticide application date","","Specify insecticide Or Pesticide Applied Date For 2nd Application","","","","","","602","124"
"metadata","FERT3_AMT_CONT","FERT3 AMT","FERTILIZER AMOUNT- 3RD APPLICATION","float","","fertilizer used amout","","Field - For 3rd application: record the amount of fertilizer used.","","","kg/ha","","","281","123"
"metadata","SETNO","SETNO","MET SET NUMBER","integer","","MET SET NUMBER","","the site number of a MET trial","","","","","","622","121"
"metadata","METCODE","METCODE","MET Stage and Ecosystem","character varying","","METCODE","","MET Stage and Ecosystem","","","","","","623","121"
"metadata","WEED_CONTRL","WEED CONTRL","WEED CONTROL","character varying","","Weed control","","determine method for weeding","","","","","handweeding: handweeding ; herbicide: herbicide; handweeding and herbicide: handweeding and herbicide","565","117"
"metadata","FIELD_AREA_HA_CONT","FIELD AREA (HA)","FIELD AREA IN HECTAR","float","","Plot size harvested","CO_715:0000153","Total field area (ha)","","","ha","","","645","112"
"metadata","SEEDLING_REMARKS","SEEDLING_REMARKS","seedling remarks","text","","remarks","CO_715:0000018","remarks on seeding task","","","","","","506","111"
"metadata","FERT_AMT_CONT_MULTIPLE","FERT AMT","fertilizer amount multiple","json","","fertilizer used amout","","Multiple recording for FERT_AMT_CONT","","","","","","1255","107"
"metadata","CHECK_TIMES_REP","CHECK TIMES REP","check times rep","integer","","REPLICATES","","Identified","","","","","","1728","100"
"metadata","FERT1_AMT_CONT","FERT1 AMT","FERTILIZER AMOUNT - 1ST APPLICATION","float","","fertilizer used amout","","Field - For 1st application: record the amount of fertilizer used.","","","kg/ha","","","31","99"
"metadata","PROGRAM","PROGRAM","program","character varying","","Breeding program","CO_715:0000034","Specify the name of the breeding program.","","","","","","311","69"
"metadata","IS_PROGENY_LIST_ACCEPTED","IS_PROGENY_LIST_ACCEPTED","is progeny list accepted","boolean","","is progeny list accepted","","","","","","","","470","65"
"metadata","PLOT_LN_DSR","PLOT LN DSR","PLOT LENGTH M","integer","","PLOT LENGTH","","length measurement of one plot in meters","","","m","","","1476","65"
"metadata","STUDY_START_DATE","STUDY START DATE","study start date","date","","study start date","","","","","","","","485","60"
"metadata","CHECK_GROUP_INTERVAL","CHECK_GROUP_INTERVAL","check group interval","integer","","check group interval","","Specified","","","","","","1640","50"
"metadata","INOCULATION_DATE_MULTIPLE","INOCULATION DATE","Inoculation date","json","","INOCULATION_DATE","","Record multiple inoculation dates","","","","","","1906","49"
"metadata","REC_REQ_DATE_MULTIPLE","REC_REQ_DATE","Date request was received","json","","RECEIVED_REQUEST","","Record the date when the request was received","","","","","","1908","49"
"metadata","SCORING_DATE_MULTIPLE","SCORING_DATE","Scoring date","json","","SCORING_DATE","","Record multiple scoring date","","","","","","1907","49"
"metadata","SEND_RESULT_DATE_MULTIPLE","SEND_RESULT_DATE","Date when result was sent to client","json","","SEND_RESULT","","Record date when the result was sent to client","","","","","","1909","49"
"metadata","INSCTPEST_DATE_CONT3","Insecticide/Pesticide applied date 3","Insecticide or pesticide applied date for 3rd application","date","","Pesticide/Insecticide application date","","Specify insecticide Or Pesticide Applied Date For 3rd Application","","","","","","604","46"
"metadata","INSCTPEST_BRAND3","Insecticide/Pesticide Brand 3","Insecticide or pesticide brand name for 3rd application","character varying","","pesticide","","Specify insecticide or pesticide brand name for 3th application","","","","","","603","45"
"metadata","INSCTPEST_DATE_CONT4","Insecticide/Pesticide applied date 4","Insecticide or pesticide date for 4th application","date","","Pesticide/Insecticide application date","","Specify insecticide Or Pesticide Applied Date For 4th Application","","","","","","609","39"
"metadata","INSCTPEST_BRAND4","Insecticide/Pesticide Brand 4","Insecticide or pesticide brand name for 4th application","character varying","","pesticide","","Specify insecticide or pesticide brand name for 4th application","","","","","","605","39"
"metadata","START_DATE_MULTIPLE","START DATE","start date multiple","json","","Date start","CO_715:0000253","Multiple recording for START_DATE","","","","","","1262","38"
"metadata","DURATION_H_CONT_MULTIPLE","DURATION H","duration in hours multiple","json","","time","","Multiple recording for DURATION_H_CONT","","","h","","","1275","38"
"metadata","FERT_OTHER_TYPE_DISC","FERT OTHER TYPE","other fertilizer applied","character varying","","Fertilizer type","","Other fertilizer applied","","","","","","191","37"
"metadata","PLANTNO","Plant No.","Plant number designated to identify a plant within a population","integer","","Plant number","","Record plant number designated to identify a plant within a population.","","","","","","1559","34"
"metadata","FERT4_TYPE_DISC","FERT4 TYPE","FERTILIZER TYPE - 4TH APPLICATION","character varying","","Fertilizer type","","For 4th application - Specify the type of fertilizer used.","","","","","NITROGEN: NITROGEN; PHOSPHORUS: PHOSPHORUS; POTASSIUM: POTASSIUM","392","32"
"metadata","SOIL_TYPE_DISC","SOIL TYPE","Soil type","character varying","","SOIL TYPE","CO_715:0000097","SOIL TYPE","","","","","Silt sand: Silt sand; Clay-silt: Clay-silt; Gravelly: Gravelly; Loam: Loam; Sand: Sand; Silt: Silt; Clay: Clay; Sandy loam: Sandy loam","566","31"
"metadata","ROW_MULTIPLE","ROW","number of rows multiple","json","","Number of rows","","Multiple recording for ROW","","","","","","1248","31"
"metadata","FERT_OTHER_BRAND","FERT OTHER BRAND","Brand for Other fertilizer applied","character varying","","FERTILIZER_BRAND","","Record the brand name of other fertilizer applied","","","","","","552","31"
"metadata","FERT4_METH_DISC","FERT4 METH","Fertilizer method 4th application","character varying","","FERTILIZER_METHOD","","Specify how the fertilizer was applied in the 4th application (basal or topdress)","","","","","","551","30"
